       0       0      70.7107     0.189695      96.0000
       0       1      70.0071     0.171035     -7.00000
       0       2      69.3109     0.192826     -7.00000
       0       3      68.6222     0.190507      106.000
       0       4      67.9412     0.209981      33.0000
       0       5      67.2681     0.201878     -56.0000
       0       6      66.6033     0.166686     -9.00000
       0       7      65.9469     0.220133      132.000
       0       8      65.2993     0.233848     -122.000
       0       9      64.6607     0.197703      44.0000
       0      10      64.0312     0.190507     -122.000
       0      11      63.4114     0.203078      142.000
       0      12      62.8013     0.220133      96.0000
       0      13      62.2013     0.227962      46.0000
       0      14      61.6117         -NaN      149.000
       0      15      61.0328     0.185940      116.000
       0      16      60.4649     0.271208      125.000
       0      17      59.9083     0.205191      138.000
       0      18      59.3633         -NaN      149.000
       0      19      58.8303     0.237199     -59.0000
       0      20      58.3095     0.237200      50.0000
       0      21      57.8014     0.182201      23.0000
       0      22      57.3062     0.113594      141.000
       0      23      56.8243     0.218696      132.000
       0      24      56.3560     0.298352      142.000
       0      25      55.9017     0.201877      142.000
       0      26      55.4617     0.283892      0.00000
       0      27      55.0364         -NaN      149.000
       0      28      54.6260         -NaN      149.000
       0      29      54.2310         -NaN      149.000
       0      30      53.8516     0.183406      142.000
       0      31      53.4883     0.161029     -38.0000
       0      32      53.1413     0.113594      120.000
       0      33      52.8110     0.205192     -48.0000
       0      34      52.4976     0.113594      148.000
       0      35      52.2015     0.161029      58.0000
       0      36      51.9230     0.285976      142.000
       0      37      51.6624     0.182200     -145.000
       0      38      51.4198     0.139455     -136.000
       0      39      51.1957     0.205192     -43.0000
       0      40      50.9902     0.161029     -14.0000
       0      41      50.8035     0.205192      139.000
       0      42      50.6360     0.201877     -134.000
       0      43      50.4876     0.209981     -134.000
       0      44      50.3587     0.201877     -73.0000
       0      45      50.2494     0.201877      142.000
       0      46      50.1597     0.201878     -49.0000
       0      47      50.0899     0.285976      142.000
       0      48      50.0400     0.201878     -49.0000
       0      49      50.0100     0.161029      92.0000
       0      50      50.0000     0.205191      71.0000
       0      51      50.0100     0.161029      80.0000
       0      52      50.0400         -NaN      149.000
       0      53      50.0899     0.182201      95.0000
       0      54      50.1597     0.209981      45.0000
       0      55      50.2494     0.201878     -33.0000
       0      56      50.3587     0.139455     -127.000
       0      57      50.4876     0.201878     -31.0000
       0      58      50.6360     0.185940      87.0000
       0      59      50.8035     0.258904      87.0000
       0      60      50.9902     0.205192      87.0000
       0      61      51.1957     0.113594      135.000
       0      62      51.4198     0.201878     -23.0000
       0      63      51.6624     0.161029     -23.0000
       0      64      51.9230     0.182201      59.0000
       0      65      52.2015     0.233846      30.0000
       0      66      52.4976     0.216941      30.0000
       0      67      52.8110     0.300405      134.000
       0      68      53.1413     0.152625     -43.0000
       0      69      53.4883     0.201878     -11.0000
       0      70      53.8516     0.185940      99.0000
       0      71      54.2310     0.201877      142.000
       0      72      54.6260    0.0262327     -148.000
       0      73      55.0364     0.161029      119.000
       0      74      55.4617     0.270529      42.0000
       0      75      55.9017     0.205191     -106.000
       0      76      56.3560     0.218696     -48.0000
       0      77      56.8243     0.176532      44.0000
       0      78      57.3062     0.117984     -51.0000
       0      79      57.8014     0.161029      103.000
       0      80      58.3095     0.201878     -56.0000
       0      81      58.8303     0.283892      139.000
       0      82      59.3633     0.247977      148.000
       0      83      59.9083     0.197703      128.000
       0      84      60.4649     0.233846     -149.000
       0      85      61.0328     0.284766      142.000
       0      86      61.6117     0.182200      143.000
       0      87      62.2013     0.218696      93.0000
       0      88      62.8013     0.221160      45.0000
       0      89      63.4114     0.310855     -31.0000
       0      90      64.0312     0.190016      46.0000
       0      91      64.6607     0.206130      70.0000
       0      92      65.2993     0.220133      11.0000
       0      93      65.9469     0.233847      46.0000
       0      94      66.6033     0.169984     -146.000
       0      95      67.2681     0.332968      142.000
       0      96      67.9412     0.309980      142.000
       0      97      68.6222     0.257117      142.000
       0      98      69.3109     0.193235     -35.0000
       0      99      70.0071     0.192741     -112.000
       0     100      70.7107     0.190482     -112.000
       1       0      70.0071     0.168625      130.000
       1       1      69.2965     0.188357      130.000
       1       2      68.5930     0.206130      98.0000
       1       3      67.8970     0.142629      85.0000
       1       4      67.2086     0.205191      121.000
       1       5      66.5282     0.201878     -56.0000
       1       6      65.8559     0.166686     -9.00000
       1       7      65.1920     0.249054     -59.0000
       1       8      64.5368     0.258904     -122.000
       1       9      63.8905     0.218696      44.0000
       1      10      63.2535     0.208877     -48.0000
       1      11      62.6259     0.209981      142.000
       1      12      62.0081     0.144850     -22.0000
       1      13      61.4003     0.227962      46.0000
       1      14      60.8030     0.201877      142.000
       1      15      60.2163     0.220132     -9.00000
       1      16      59.6406     0.261203      125.000
       1      17      59.0762    0.0929700      70.0000
       1      18      58.5235     0.201877      142.000
       1      19      57.9828     0.201878     -47.0000
       1      20      57.4543    0.0262327     -148.000
       1      21      56.9386     0.205192     -43.0000
       1      22      56.4358     0.255614      142.000
       1      23      55.9464     0.247977      141.000
       1      24      55.4707     0.291163      142.000
       1      25      55.0091    0.0262327     -148.000
       1      26      54.5619         -NaN      149.000
       1      27      54.1295    0.0262327     -148.000
       1      28      53.7122         -NaN      149.000
       1      29      53.3104     0.201877      142.000
       1      30      52.9245     0.205191     -138.000
       1      31      52.5547     0.192936      142.000
       1      32      52.2015     0.201878     -38.0000
       1      33      51.8652     0.113594      148.000
       1      34      51.5461     0.217320     -9.00000
       1      35      51.2445     0.201877      142.000
       1      36      50.9608     0.271209      142.000
       1      37      50.6952     0.237201     -48.0000
       1      38      50.4480     0.110907     -136.000
       1      39      50.2195     0.201878     -27.0000
       1      40      50.0100     0.205192     -9.00000
       1      41      49.8197     0.161029     -10.0000
       1      42      49.6488     0.113594     -134.000
       1      43      49.4975     0.190506      33.0000
       1      44      49.3660     0.161029      118.000
       1      45      49.2544    0.0262327     -148.000
       1      46      49.1630     0.113594     -49.0000
       1      47      49.0918     0.201878     -49.0000
       1      48      49.0408     0.161029     -49.0000
       1      49      49.0102     0.285975      46.0000
       1      50      49.0000     0.205191      71.0000
       1      51      49.0102     0.201877     -78.0000
       1      52      49.0408     0.201877      142.000
       1      53      49.0918     0.190508     -48.0000
       1      54      49.1630     0.233847      77.0000
       1      55      49.2544     0.205192      125.000
       1      56      49.3660     0.218696      45.0000
       1      57      49.4975     0.161029     -31.0000
       1      58      49.6488     0.285975      87.0000
       1      59      49.8197     0.285975      87.0000
       1      60      50.0100     0.285976      142.000
       1      61      50.2195     0.219510      46.0000
       1      62      50.4480     0.205192      126.000
       1      63      50.6952     0.161029     -23.0000
       1      64      50.9608     0.285974      59.0000
       1      65      51.2445     0.209981     -48.0000
       1      66      51.5461     0.142629      145.000
       1      67      51.8652     0.300405      134.000
       1      68      52.2015     0.201605      33.0000
       1      69      52.5547     0.205192      147.000
       1      70      52.9245     0.285975      99.0000
       1      71      53.3104         -NaN      149.000
       1      72      53.7122     0.201877      142.000
       1      73      54.1295     0.205191      43.0000
       1      74      54.5619     0.205191     -106.000
       1      75      55.0091     0.205191     -106.000
       1      76      55.4707     0.201878     -55.0000
       1      77      55.9464     0.233847      44.0000
       1      78      56.4358     0.144850     -71.0000
       1      79      56.9386     0.205192     -59.0000
       1      80      57.4543     0.113594      148.000
       1      81      57.9828     0.284766      139.000
       1      82      58.5235     0.247977      148.000
       1      83      59.0762     0.218696      78.0000
       1      84      59.6406     0.253276      142.000
       1      85      60.2163     0.182200     -149.000
       1      86      60.8030     0.182200      143.000
       1      87      61.4003     0.251731      50.0000
       1      88      62.0081     0.248594      45.0000
       1      89      62.6259     0.176533     -43.0000
