      70.7107     0.189695      96.0000
      70.0071     0.171035     -7.00000
      69.3109     0.192826     -7.00000
      68.6222     0.190507      106.000
      67.9412     0.209981      33.0000
      67.2681     0.201878     -56.0000
      66.6033     0.166686     -9.00000
      65.9469     0.220133      132.000
      65.2993     0.233848     -122.000
      64.6607     0.197703      44.0000
      64.0312     0.190507     -122.000
      63.4114     0.203078      142.000
      62.8013     0.220133      96.0000
      62.2013     0.227962      46.0000
      61.6117         -NaN      149.000
      61.0328     0.185940      116.000
      60.4649     0.271208      125.000
      59.9083     0.205191      138.000
      59.3633         -NaN      149.000
      58.8303     0.237199     -59.0000
      58.3095     0.237200      50.0000
      57.8014     0.182201      23.0000
      57.3062     0.113594      141.000
      56.8243     0.218696      132.000
      56.3560     0.298352      142.000
      55.9017     0.201877      142.000
      55.4617     0.283892      0.00000
      55.0364         -NaN      149.000
      54.6260         -NaN      149.000
      54.2310         -NaN      149.000
      53.8516     0.183406      142.000
      53.4883     0.161029     -38.0000
      53.1413     0.113594      120.000
      52.8110     0.205192     -48.0000
      52.4976     0.113594      148.000
      52.2015     0.161029      58.0000
      51.9230     0.285976      142.000
      51.6624     0.182200     -145.000
      51.4198     0.139455     -136.000
      51.1957     0.205192     -43.0000
      50.9902     0.161029     -14.0000
      50.8035     0.205192      139.000
      50.6360     0.201877     -134.000
      50.4876     0.209981     -134.000
      50.3587     0.201877     -73.0000
      50.2494     0.201877      142.000
      50.1597     0.201878     -49.0000
      50.0899     0.285976      142.000
      50.0400     0.201878     -49.0000
      50.0100     0.161029      92.0000
      50.0000     0.205191      71.0000
      50.0100     0.161029      80.0000
      50.0400         -NaN      149.000
      50.0899     0.182201      95.0000
      50.1597     0.209981      45.0000
      50.2494     0.201878     -33.0000
      50.3587     0.139455     -127.000
      50.4876     0.201878     -31.0000
      50.6360     0.185940      87.0000
      50.8035     0.258904      87.0000
      50.9902     0.205192      87.0000
      51.1957     0.113594      135.000
      51.4198     0.201878     -23.0000
      51.6624     0.161029     -23.0000
      51.9230     0.182201      59.0000
      52.2015     0.233846      30.0000
      52.4976     0.216941      30.0000
      52.8110     0.300405      134.000
      53.1413     0.152625     -43.0000
      53.4883     0.201878     -11.0000
      53.8516     0.185940      99.0000
      54.2310     0.201877      142.000
      54.6260    0.0262327     -148.000
      55.0364     0.161029      119.000
      55.4617     0.270529      42.0000
      55.9017     0.205191     -106.000
      56.3560     0.218696     -48.0000
      56.8243     0.176532      44.0000
      57.3062     0.117984     -51.0000
      57.8014     0.161029      103.000
      58.3095     0.201878     -56.0000
      58.8303     0.283892      139.000
      59.3633     0.247977      148.000
      59.9083     0.197703      128.000
      60.4649     0.233846     -149.000
      61.0328     0.284766      142.000
      61.6117     0.182200      143.000
      62.2013     0.218696      93.0000
      62.8013     0.221160      45.0000
      63.4114     0.310855     -31.0000
      64.0312     0.190016      46.0000
      64.6607     0.206130      70.0000
      65.2993     0.220133      11.0000
      65.9469     0.233847      46.0000
      66.6033     0.169984     -146.000
      67.2681     0.332968      142.000
      67.9412     0.309980      142.000
      68.6222     0.257117      142.000
      69.3109     0.193235     -35.0000
      70.0071     0.192741     -112.000
      70.7107     0.190482     -112.000
      70.0071     0.168625      130.000
      69.2965     0.188357      130.000
      68.5930     0.206130      98.0000
      67.8970     0.142629      85.0000
      67.2086     0.205191      121.000
      66.5282     0.201878     -56.0000
      65.8559     0.166686     -9.00000
      65.1920     0.249054     -59.0000
      64.5368     0.258904     -122.000
      63.8905     0.218696      44.0000
      63.2535     0.208877     -48.0000
      62.6259     0.209981      142.000
      62.0081     0.144850     -22.0000
      61.4003     0.227962      46.0000
      60.8030     0.201877      142.000
      60.2163     0.220132     -9.00000
      59.6406     0.261203      125.000
      59.0762    0.0929700      70.0000
      58.5235     0.201877      142.000
      57.9828     0.201878     -47.0000
      57.4543    0.0262327     -148.000
      56.9386     0.205192     -43.0000
      56.4358     0.255614      142.000
      55.9464     0.247977      141.000
      55.4707     0.291163      142.000
      55.0091    0.0262327     -148.000
      54.5619         -NaN      149.000
      54.1295    0.0262327     -148.000
      53.7122         -NaN      149.000
      53.3104     0.201877      142.000
      52.9245     0.205191     -138.000
      52.5547     0.192936      142.000
      52.2015     0.201878     -38.0000
      51.8652     0.113594      148.000
      51.5461     0.217320     -9.00000
      51.2445     0.201877      142.000
      50.9608     0.271209      142.000
      50.6952     0.237201     -48.0000
      50.4480     0.110907     -136.000
      50.2195     0.201878     -27.0000
      50.0100     0.205192     -9.00000
      49.8197     0.161029     -10.0000
      49.6488     0.113594     -134.000
      49.4975     0.190506      33.0000
      49.3660     0.161029      118.000
      49.2544    0.0262327     -148.000
      49.1630     0.113594     -49.0000
      49.0918     0.201878     -49.0000
      49.0408     0.161029     -49.0000
      49.0102     0.285975      46.0000
      49.0000     0.205191      71.0000
      49.0102     0.201877     -78.0000
      49.0408     0.201877      142.000
      49.0918     0.190508     -48.0000
      49.1630     0.233847      77.0000
      49.2544     0.205192      125.000
      49.3660     0.218696      45.0000
      49.4975     0.161029     -31.0000
      49.6488     0.285975      87.0000
      49.8197     0.285975      87.0000
      50.0100     0.285976      142.000
      50.2195     0.219510      46.0000
      50.4480     0.205192      126.000
      50.6952     0.161029     -23.0000
      50.9608     0.285974      59.0000
      51.2445     0.209981     -48.0000
      51.5461     0.142629      145.000
      51.8652     0.300405      134.000
      52.2015     0.201605      33.0000
      52.5547     0.205192      147.000
      52.9245     0.285975      99.0000
      53.3104         -NaN      149.000
      53.7122     0.201877      142.000
      54.1295     0.205191      43.0000
      54.5619     0.205191     -106.000
      55.0091     0.205191     -106.000
      55.4707     0.201878     -55.0000
      55.9464     0.233847      44.0000
      56.4358     0.144850     -71.0000
      56.9386     0.205192     -59.0000
      57.4543     0.113594      148.000
      57.9828     0.284766      139.000
      58.5235     0.247977      148.000
      59.0762     0.218696      78.0000
      59.6406     0.253276      142.000
      60.2163     0.182200     -149.000
      60.8030     0.182200      143.000
      61.4003     0.251731      50.0000
      62.0081     0.248594      45.0000
      62.6259     0.176533     -43.0000
      63.2535     0.221509      46.0000
      63.8905     0.168155      70.0000
      64.5368     0.209981      46.0000
      65.1920     0.144850     -116.000
      65.8559     0.110247     -146.000
      66.5282     0.168155      144.000
      67.2086     0.206130      148.000
      67.8970     0.133220     -15.0000
      68.5930     0.224208     -128.000
      69.2965     0.264683      33.0000
      70.0071     0.226312      99.0000
      69.3109     0.194232      130.000
      68.5930     0.209284      33.0000
      67.8822     0.205190      43.0000
      67.1789     0.152625     -48.0000
      66.4831     0.220133      33.0000
      65.7951     0.201877      142.000
      65.1153     0.205191     -104.000
      64.4438     0.220133      132.000
      63.7809     0.185940     -122.000
      63.1269     0.201877      136.000
      62.4820     0.218696      44.0000
      61.8466     0.110507      136.000
      61.2209     0.253276      142.000
      60.6053     0.227962      46.0000
      60.0000     0.201877      142.000
      59.4054     0.201877     -79.0000
      58.8218     0.201877     -79.0000
      58.2495     0.205191      138.000
      57.6888     0.201877      142.000
      57.1402     0.205192     -43.0000
      56.6039    0.0262327     -148.000
      56.0803     0.201877      142.000
      55.5698     0.255614      142.000
      55.0727     0.218696      53.0000
      54.5894     0.291163      142.000
      54.1202    0.0262327     -148.000
      53.6656     0.201877      142.000
      53.2259    0.0262327     -148.000
      52.8015    0.0262327     -148.000
      52.3927     0.201877      142.000
      52.0000     0.169059     -138.000
      51.6236     0.201878     -38.0000
      51.2640    0.0886366     -147.000
      50.9215     0.201877      142.000
      50.5964     0.113594      148.000
      50.2892    0.0262327     -148.000
      50.0000     0.201877      142.000
      49.7293     0.201878     -48.0000
      49.4773     0.218696      51.0000
      49.2443     0.201878     -27.0000
      49.0306     0.201878     -14.0000
      48.8365     0.161029     -10.0000
      48.6621     0.201877      142.000
      48.5077     0.161029     -37.0000
      48.3735     0.271208      42.0000
      48.2597     0.201877      142.000
      48.1664         -NaN      149.000
      48.0937    0.0262327     -148.000
      48.0416     0.201877      142.000
      48.0104     0.201877      142.000
      48.0000     0.161029      80.0000
      48.0104     0.237700      37.0000
      48.0416         -NaN      149.000
      48.0937     0.205191     -15.0000
      48.1664     0.218696      45.0000
      48.2597     0.192040      66.0000
      48.3735     0.182201      84.0000
      48.5077     0.205192     -43.0000
      48.6621     0.219510      50.0000
      48.8365     0.201878     -28.0000
      49.0306     0.201877      142.000
      49.2443    0.0262327     -148.000
      49.4773    0.0262327     -148.000
      49.7293         -NaN      149.000
      50.0000     0.201877      142.000
      50.2892     0.205192     -59.0000
      50.5964     0.201877      145.000
      50.9215     0.247977      75.0000
      51.2640     0.219510      45.0000
      51.6236     0.161029     -107.000
      52.0000     0.113594      99.0000
      52.3927    0.0262327     -148.000
      52.8015         -NaN      149.000
      53.2259     0.201877      142.000
      53.6656     0.220134     -9.00000
      54.1202     0.220134     -9.00000
      54.5894     0.161029      103.000
      55.0727     0.218696      44.0000
      55.5698     0.218695      142.000
      56.0803     0.201878     -55.0000
      56.6039         -NaN      149.000
      57.1402     0.201877      142.000
      57.6888    0.0262327     -148.000
      58.2495     0.205192     -59.0000
      58.8218     0.201878     -21.0000
      59.4054         -NaN      149.000
      60.0000    0.0262327     -36.0000
      60.6053     0.233847      50.0000
      61.2209     0.227962     -123.000
      61.8466     0.152624     -138.000
      62.4820     0.233847     -143.000
      63.1269     0.198317      0.00000
      63.7809     0.220134     -43.0000
      64.4438     0.218695      142.000
      65.1153     0.146351     -135.000
      65.7951     0.345173      142.000
      66.4831     0.292633      142.000
      67.1789     0.252432      142.000
      67.8822     0.206131      142.000
      68.5930     0.224209     -32.0000
      69.3109     0.191175     -128.000
      68.6222     0.131479      80.0000
      67.8970     0.145243      80.0000
      67.1789     0.190507     -106.000
      66.4680     0.220132     -48.0000
      65.7647     0.219509      33.0000
      65.0692     0.201877      142.000
      64.3817     0.219510      50.0000
      63.7024     0.218696     -59.0000
      63.0317     0.285975     -122.000
      62.3699     0.237200      45.0000
      61.7171     0.237200      45.0000
      61.0737     0.182201      95.0000
      60.4401     0.237200      142.000
      59.8164     0.182200     -140.000
      59.2030     0.201877      142.000
      58.6003     0.205192      129.000
      58.0086     0.201877     -79.0000
      57.4282     0.201877     -79.0000
      56.8595    0.0262327     -148.000
      56.3028     0.220134     -43.0000
      55.7584     0.201877      142.000
      55.2268    0.0262327     -148.000
      54.7083     0.201877      142.000
      54.2033     0.201878     -17.0000
      53.7122         -NaN      149.000
      53.2353         -NaN      149.000
      52.7731     0.201877      142.000
      52.3259    0.0262327     -148.000
      51.8941     0.201877      142.000
      51.4781     0.201877      142.000
      51.0784     0.201877      142.000
      50.6952    0.0262327     -148.000
      50.3289     0.201877      142.000
      49.9800     0.201877      142.000
      49.6488    0.0262327     -148.000
      49.3356    0.0262327     -148.000
      49.0408    0.0262327     -148.000
      48.7647    0.0262327     -148.000
      48.5077    0.0262327     -148.000
      48.2701    0.0262327     -148.000
      48.0521    0.0262327     -148.000
      47.8539     0.161029     -10.0000
      47.6760     0.201877      142.000
      47.5184     0.201877      142.000
      47.3814         -NaN      149.000
      47.2652     0.201877      142.000
      47.1699    0.0262326      137.000
      47.0956         -NaN      149.000
      47.0425    0.0262327     -148.000
      47.0106     0.201877      142.000
      47.0000         -NaN      149.000
      47.0106     0.201877      142.000
      47.0425         -NaN      149.000
      47.0956     0.182201      95.0000
      47.1699     0.247977      77.0000
      47.2652     0.192040      66.0000
      47.3814     0.205191     -33.0000
      47.5184     0.219510      45.0000
      47.6760     0.201878     -28.0000
      47.8539     0.205192      130.000
      48.0521    0.0262327     -148.000
      48.2701     0.201877      142.000
      48.5077     0.201877      142.000
